simulation,t_stat_size,t_stat_value,coef_size,coef_value
354,1.6283251085046908,2.614057497905367,0.18008924186303513,0.21277811806981048
355,1.627971247720632,2.6137309379120626,0.18004591846783954,0.21275897178090614
356,1.628603041929493,2.6122037577911015,0.1801191890635853,0.21263222164334158
357,1.6299903716965234,2.6118857111189024,0.18026422872657707,0.21261040414354127
358,1.6277457870578127,2.6143053296728103,0.18002491970694004,0.21281511542395712
359,1.628208184637146,2.6151582198036585,0.18006805833091719,0.21287117381816598
360,1.6281975818461119,2.6140663189450852,0.18006221505681758,0.21278052698576608
361,1.629929235335502,2.613370022198674,0.18026427470127457,0.2127470650132102
362,1.6294643391705095,2.615710667207789,0.18020818716465217,0.21292129041122876
363,1.6296322955955516,2.615811295634107,0.18022610745099119,0.2129289393604838
364,1.628804644218851,2.6155539294613153,0.18013494896886062,0.2129011255136532
365,1.6291480145051815,2.6158724426497275,0.18017746936889725,0.21293185100586656
366,1.6283438272065411,2.6116518392811283,0.18008065653923166,0.21260831349705747
367,1.6283444105866005,2.613272335673478,0.18008561021636824,0.2127251833662302
368,1.6296753910076687,2.611296682285703,0.18022063233818408,0.21256859881019224
